player_name,date,overall_level,overall_xp,overall_rank,attack_level,attack_xp,attack_rank,defence_level,defence_xp,defence_rank,strength_level,strength_xp,strength_rank,hitpoints_level,hitpoints_xp,hitpoints_rank,ranged_level,ranged_xp,ranged_rank,prayer_level,prayer_xp,prayer_rank,magic_level,magic_xp,magic_rank,cooking_level,cooking_xp,cooking_rank,woodcutting_level,woodcutting_xp,woodcutting_rank,fletching_level,fletching_xp,fletching_rank,fishing_level,fishing_xp,fishing_rank,firemaking_level,firemaking_xp,firemaking_rank,crafting_level,crafting_xp,crafting_rank,smithing_level,smithing_xp,smithing_rank,mining_level,mining_xp,mining_rank,herblore_level,herblore_xp,herblore_rank,agility_level,agility_xp,agility_rank,thieving_level,thieving_xp,thieving_rank,slayer_level,slayer_xp,slayer_rank,farming_level,farming_xp,farming_rank,runecraft_level,runecraft_xp,runecraft_rank,hunter_level,hunter_xp,hunter_rank,construction_level,construction_xp,construction_rank,sailing_level,sailing_xp,sailing_rank,abyssal_sire_kc,abyssal_sire_rank,alchemical_hydra_kc,alchemical_hydra_rank,amoxliatl_kc,amoxliatl_rank,araxxor_kc,araxxor_rank,artio_kc,artio_rank,barrows_chests_kc,barrows_chests_rank,bryophyta_kc,bryophyta_rank,callisto_kc,callisto_rank,calvarion_kc,calvarion_rank,cerberus_kc,cerberus_rank,chambers_of_xeric_kc,chambers_of_xeric_rank,chambers_of_xeric_challenge_mode_kc,chambers_of_xeric_challenge_mode_rank,chaos_elemental_kc,chaos_elemental_rank,chaos_fanatic_kc,chaos_fanatic_rank,commander_zilyana_kc,commander_zilyana_rank,corporeal_beast_kc,corporeal_beast_rank,crazy_archaeologist_kc,crazy_archaeologist_rank,dagannoth_prime_kc,dagannoth_prime_rank,dagannoth_rex_kc,dagannoth_rex_rank,dagannoth_supreme_kc,dagannoth_supreme_rank,deranged_archaeologist_kc,deranged_archaeologist_rank,doom_of_mokhaiotl_kc,doom_of_mokhaiotl_rank,duke_sucellus_kc,duke_sucellus_rank,general_graardor_kc,general_graardor_rank,giant_mole_kc,giant_mole_rank,grotesque_guardians_kc,grotesque_guardians_rank,hespori_kc,hespori_rank,kalphite_queen_kc,kalphite_queen_rank,king_black_dragon_kc,king_black_dragon_rank,kraken_kc,kraken_rank,kree_arra_kc,kree_arra_rank,kril_tsutsaroth_kc,kril_tsutsaroth_rank,lunar_chests_kc,lunar_chests_rank,mimic_kc,mimic_rank,nex_kc,nex_rank,nightmare_kc,nightmare_rank,phosanis_nightmare_kc,phosanis_nightmare_rank,obor_kc,obor_rank,phantom_muspah_kc,phantom_muspah_rank,sarachnis_kc,sarachnis_rank,scorpia_kc,scorpia_rank,scurrius_kc,scurrius_rank,skotizo_kc,skotizo_rank,sol_heredit_kc,sol_heredit_rank,spindel_kc,spindel_rank,tempoross_kc,tempoross_rank,gauntlet_kc,gauntlet_rank,corrupted_gauntlet_kc,corrupted_gauntlet_rank,hueycoatl_kc,hueycoatl_rank,leviathan_kc,leviathan_rank,royal_titans_kc,royal_titans_rank,whisperer_kc,whisperer_rank,theatre_of_blood_kc,theatre_of_blood_rank,theatre_of_blood_hard_mode_kc,theatre_of_blood_hard_mode_rank,thermonuclear_smoke_devil_kc,thermonuclear_smoke_devil_rank,tombs_of_amascut_kc,tombs_of_amascut_rank,tombs_of_amascut_expert_mode_kc,tombs_of_amascut_expert_mode_rank,tzkal_zuk_kc,tzkal_zuk_rank,tztok_jad_kc,tztok_jad_rank,vardorvis_kc,vardorvis_rank,venenatis_kc,venenatis_rank,vetion_kc,vetion_rank,vorkath_kc,vorkath_rank,wintertodt_kc,wintertodt_rank,yama_kc,yama_rank,zalcano_kc,zalcano_rank,zulrah_kc,zulrah_rank
Arcturus23,2025-12-09,2248,473513030,122218,99,15861607,198460,99,16818795,120378,99,57373323,42293,99,62293977,52382,99,67762096,45331,99,13108268,109319,99,27630678,75510,99,13830028,143076,98,12824439,255436,94,8516126,338992,92,6784516,275291,99,13525856,117927,99,14244903,64063,94,8044718,167595,95,9308980,213021,99,13068290,119955,99,13665419,36196,99,18024417,36202,99,21813290,45614,99,24033006,42763,91,6328955,155145,99,15486219,40591,99,13165124,74158,1,0,-1,1519,44517.0,135,25369.0,969,38162.0,2444,3458.0,384,164000.0,17,102982.0,0,,357,40933.0,310,205480.0,75,176606.0,2,,25,175449.0,28,198999.0,669,30051.0,63,110305.0,25,339380.0,127,210805.0,347,139465.0,130,204816.0,25,141659.0,263,10126.0,1174,15197.0,877,44828.0,223,158147.0,339,67024.0,269,12021.0,151,117360.0,38,500706.0,4167,31910.0,398,46979.0,205,78950.0,133,125019.0,13,19560.0,152,96125.0,1,,61,31710.0,5,350039.0,217,67324.0,172,91239.0,25,167435.0,11,445713.0,0,,23,275840.0,8,19196.0,340,35161.0,275,73327.0,23,168779.0,357,88262.0,49,115116.0,739,16491.0,165,122837.0,517,17044.0,4,,0,,376,160809.0,62,105521.0,46,105340.0,2,29150.0,17,67508.0,1058,31079.0,0,,0,,712,130032.0,502,290918.0,1109,3975.0,266,56511.0,1026,124804.0
Back Pack,2025-12-09,2248,450101733,122241,99,26870844,50883,99,18516435,87780,99,68027739,31488,99,62212493,52530,99,52626616,72954,99,13123416,101836,99,23867506,106301,99,13038741,399216,99,13511517,117874,99,13034484,280274,95,9440608,215311,99,13039492,352025,99,13058823,200428,99,13051056,122670,99,13054679,152540,99,13198414,83548,99,13072112,92113,99,13240665,137496,94,7949974,377208,99,13130977,304155,90,5687773,169300,87,4277967,283694,99,13069402,120702,1,0,-1,0,,0,,0,,0,,15,1011462.0,0,,0,,0,,279,215266.0,879,21002.0,0,,9,264171.0,0,,704,27945.0,70,103035.0,35,235280.0,353,93338.0,396,118500.0,352,93221.0,0,,0,,5,205913.0,837,48210.0,0,,0,,0,,8,321059.0,217,178570.0,741,341987.0,352,52768.0,123,122823.0,0,,0,,1017,28166.0,3098,468.0,0,,0,,0,,0,,42,112728.0,0,,0,,8,508803.0,0,,0,,9,954137.0,0,,0,,0,,0,,0,,0,,1144,5864.0,0,,0,,17,226366.0,42,109085.0,1,56765.0,6,207769.0,0,,395,33057.0,0,,380,233845.0,131,793414.0,0,,0,,3387,22701.0
GarlicToast,2025-12-09,1759,75629205,925947,85,3417609,941286,85,3320964,871798,86,3777399,1343994,96,10249741,802067,99,22679487,262064,70,796446,1189036,77,1493671,1767636,71,851142,1407383,94,8050415,309753,70,752670,1319048,70,786753,1288087,83,2690771,888062,75,1315862,877129,75,1222984,787953,91,5934979,317175,59,255649,1398581,70,751118,1324378,70,751272,1093261,89,4921307,544002,67,596690,1306837,56,194484,1209084,69,694738,1169147,51,123054,1494973,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,855,54828.0,0,,0,,0,,55,429873.0,23,554581.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,542666.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,148,737005.0,0,,0,,0,
Uncle Sniff,2025-12-09,1759,75527039,925950,70,760287,1980334,70,739061,1909061,1,-1,-1,77,1597892,1898461,78,1714779,1696959,55,178555,1901180,81,2246326,1506284,99,13034523,441746,92,6949051,336217,76,1471228,949288,90,5516182,368053,99,13900178,92345,76,1422667,824714,70,756150,1266545,94,8547339,227811,57,206968,1522801,62,348368,1785343,94,8600128,222475,63,391137,1527879,69,710919,1265804,77,1495515,458527,87,4104566,292381,53,141021,1435561,1,0,-1,0,,0,,0,,0,,357,179335.0,7,218888.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,25,321838.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,42,571823.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,647,69886.0,0,,0,,0,
Jinxability,2025-12-09,1759,75831063,925945,85,3490061,932116,85,3261136,893814,99,13702216,470265,97,11074828,759584,99,13175620,589416,77,1478169,837415,96,10342442,621116,69,670485,1895548,79,1844996,853075,88,4534854,527222,1,-1,-1,1,-1,-1,70,806094,1210064,75,1212754,799945,80,2032820,710707,49,95382,1797284,65,472458,1612520,75,1211655,804329,85,3339971,676016,75,1260779,982581,59,252786,1094296,66,528554,1249580,65,460991,1159081,1,0,-1,0,,0,,0,,0,,23,938375.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6,517317.0,0,,0,,0,,9,315808.0,646,53062.0,0,,0,,8,335024.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,1715484.0,0,,0,,108,385673.0
R3dbaron570,2025-12-09,1759,75859677,925943,78,1651758,1403979,85,3401332,856882,83,2877108,1489946,91,5938901,1109688,90,5500007,1030325,70,737784,1461264,89,5077928,1043608,70,748496,1794679,72,901652,1354818,63,387468,1681235,65,459749,1702921,81,2238331,960940,71,887647,1108800,71,864292,1060196,71,851945,1286704,72,943700,820107,74,1132814,871389,99,34231626,11070,74,1111115,1083212,86,3969896,617027,63,384694,893001,70,777695,1082032,70,783739,983910,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,49,528668.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,96,950637.0,0,,0,,0,
itsmoidw,2025-12-09,1794,79715665,849848,99,13666295,313071,99,13585025,270525,99,14353212,405263,99,15041814,576405,78,1768487,1680601,70,796220,1189385,83,2685346,1392652,77,1559312,1072497,70,786834,1535829,78,1637096,903259,65,454164,1717503,73,1018771,1434677,70,746176,1339069,72,944026,954164,71,875330,1263198,76,1360967,712190,75,1236663,794645,69,671289,1137544,70,757593,1266656,70,784336,1207180,65,481738,800252,71,833381,984750,86,3670482,261427,9,1108,458853,0,,0,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8,506554.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,57,1206152.0,0,,0,,0,
JAMZILLA,2025-12-09,2085,175854853,307780,99,13865529,296216,99,13196953,327314,99,14934512,367284,99,20048079,409873,97,11661135,668581,99,13083607,125879,94,8366147,771690,90,5359341,643526,76,1386714,1015465,90,5346635,494748,73,995032,1129587,90,5346856,620985,90,5359818,372977,90,5350344,243273,73,1006698,1124083,99,13187669,85860,75,1232428,798124,75,1211169,806664,99,14589397,138944,99,13151229,298176,70,788188,620153,72,951635,870400,90,5349933,203422,48,85805,265635,324,170763.0,20,198731.0,474,86977.0,0,,3,,0,,0,,0,,731,112119.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,71,128557.0,0,,25,479150.0,179,125513.0,4,,200,93251.0,239,163632.0,1224,245096.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,124,121501.0,0,,57,51087.0,0,,0,,6,1004667.0,0,,0,,0,,1,,0,,1,,0,,0,,2203,21747.0,1,,0,,0,,6,221211.0,1,,0,,0,,338,254691.0,0,,0,,0,,150,360906.0
Hilltop2005,2025-12-09,2085,176188174,307769,95,8983307,564349,94,8074947,516588,96,10468931,803888,99,19471050,426381,99,17033686,383299,99,13082466,126558,99,14082332,364086,90,5512092,621997,99,13523245,116759,85,3392840,610744,83,2673469,608180,99,13040259,348239,85,3329598,492576,86,3698669,357321,84,3072083,530105,85,3308126,412606,83,2673772,372268,84,2979056,444174,97,11539327,250727,92,7174839,446158,85,3314388,266276,81,2410246,468558,85,3349446,305941,1,0,-1,611,122906.0,0,,0,,0,,80,597919.0,9,173763.0,7,294457.0,0,,153,266446.0,0,,0,,0,,0,,5,344408.0,0,,0,,1133,19525.0,1957,9441.0,1068,21861.0,110,9867.0,0,,0,,0,,506,87124.0,0,,29,405502.0,0,,543,66030.0,3557,48201.0,0,,0,,0,,1,242138.0,0,,0,,0,,0,,0,,0,,20,198982.0,0,,0,,26,238555.0,0,,0,,66,423102.0,0,,0,,0,,0,,0,,0,,0,,0,,80,266264.0,0,,0,,0,,11,118272.0,0,,0,,0,,559,167629.0,480,310773.0,0,,0,,69,418302.0
SoloSalt,2025-12-09,2085,175898353,307776,97,10964421,508310,99,13068164,368504,99,16611033,297699,99,22020769,357556,99,16375357,404747,80,2153817,550675,97,11333056,576736,92,6826810,558719,85,3344468,571335,90,5627469,456765,92,6664963,280416,85,3470084,764264,94,8280896,270712,85,3340896,407440,96,9943097,203757,88,4441927,334027,85,3259031,328070,87,4234840,366496,97,10773561,270797,86,3781590,630840,81,2285413,331836,88,4419438,277367,83,2677253,615055,1,0,-1,880,90337.0,0,,0,,93,80368.0,477,121441.0,0,,0,,98,117000.0,684,119692.0,50,204977.0,0,,0,,8,357131.0,35,235110.0,0,,49,176996.0,94,247229.0,386,122612.0,97,239956.0,0,,0,,0,,399,117828.0,147,201788.0,19,349447.0,13,611290.0,0,,53,438382.0,1443,210354.0,0,,67,182547.0,116,138664.0,0,,0,,0,,0,,0,,0,,10,414289.0,0,,0,,0,,18,333222.0,0,,45,105563.0,81,358560.0,10,280076.0,393,78209.0,0,,0,,157,128430.0,0,,0,,0,,16,320444.0,0,,0,,0,,0,,0,,472,27811.0,0,,16,701180.0,158,704405.0,0,,0,,467,231325.0
Pr1ncessUwU,2025-12-09,2085,176041607,307772,93,7336495,627175,86,3789633,814016,93,7460548,964583,92,6783731,1036128,85,3461336,1266253,90,5648787,282379,92,6781405,905173,99,13074292,315991,99,13035322,237149,99,13034637,270014,86,3743901,469615,81,2269616,954499,99,13041256,214698,80,2061503,565059,97,11389517,188321,99,13076630,116914,84,3018991,340204,85,3485337,403543,87,4370347,584880,99,14072358,185181,75,1213376,508869,99,20436186,20864,85,3456403,286181,1,0,-1,0,,0,,0,,0,,15,1010765.0,24,72399.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,711,65015.0,306,74792.0,109,77662.0,0,,1,,93,542251.0,0,,0,,0,,0,,0,,0,,0,,60,18757.0,0,,0,,0,,165,92191.0,0,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,
ComfyPenguin,2025-12-09,2085,175840099,307781,99,13252908,365690,95,9017660,485259,99,14991583,364203,99,17370284,494740,93,7618334,854996,83,2749421,463921,93,7375693,869877,96,10454639,473197,99,13299944,142173,95,8992069,326888,97,11442237,194448,88,4782167,648558,84,3127106,518016,92,6605150,187862,85,3485144,464382,80,2037481,553271,83,2904041,349079,93,7858459,233631,93,7738900,385697,99,13369330,249428,71,866508,589108,81,2387429,471155,87,4113612,230398,1,0,-1,0,,11,219242.0,19,194244.0,0,,455,129870.0,1,,0,,0,,10,356881.0,0,,0,,1,,2,,29,246631.0,0,,1,,0,,0,,0,,0,,0,,0,,24,418040.0,2874,11454.0,0,,48,265561.0,0,,0,,1387,218826.0,3,,2,,133,125156.0,0,,0,,0,,0,,1,,30,195591.0,0,,2,,57,223740.0,0,,33,174230.0,0,,0,,12,882820.0,0,,0,,33,146811.0,0,,39,251165.0,0,,0,,0,,62,273945.0,1,,0,,0,,2,,0,,0,,0,,159,384385.0,234,536890.0,0,,47,200117.0,103,389662.0
DemonAsylum,2025-12-09,1915,115218509,593358,97,10710491,515449,96,9917619,461218,99,15226544,351856,99,17792319,479435,99,13720126,533525,90,5418198,297801,95,8934254,716081,80,2000110,987192,80,1986656,820954,80,1986081,849369,80,2000466,765959,80,1986187,1066533,80,1994670,699135,72,899896,1007109,75,1268829,953939,71,814831,921081,73,996018,991622,80,1990660,578414,97,11579661,249832,75,1221532,995878,71,826841,603701,74,1131398,776219,71,815122,929985,1,0,-1,0,,0,,0,,0,,25,909172.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,9,224261.0,0,,89,252592.0,85,414045.0,119,214965.0,0,,0,,0,,0,,100,247872.0,946,16916.0,0,,0,,129,269025.0,2877,77470.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,26,242763.0,0,,0,,16,819431.0,0,,0,,0,,0,,0,,0,,0,,0,,500,135627.0,0,,0,,0,,0,,0,,0,,0,,20,687646.0,11,1658495.0,0,,0,,0,
Quaib,2025-12-09,1927,120585891,570022,91,6010237,699286,87,4173635,783656,97,11192889,773504,95,9031682,875679,87,4153482,1172746,83,2852349,456310,83,2931177,1344093,99,13052414,355766,99,13487217,120143,61,325463,1759461,99,13115334,114032,83,2796223,873956,90,5352361,374652,71,823814,1128285,99,13035567,165945,75,1284022,726727,79,1865928,530136,61,327675,1339226,84,3124125,698296,90,5831785,503655,47,81758,1479963,82,2577224,444833,84,3159530,356665,1,0,-1,0,,0,,0,,0,,25,918594.0,6,271943.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,25,373734.0,0,,0,,0,,25,248634.0,0,,0,,0,,0,,201,114042.0,40,317935.0,0,,3,,0,,0,,0,,19,353873.0,2,145273.0,0,,0,,0,,5,411128.0,0,,102,131603.0,0,,31,313272.0,0,,0,,0,,0,,147,175398.0,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,55,538887.0,155,716470.0,0,,0,,0,
Jiggly Bella,2025-12-09,1915,115290297,593354,82,2433837,1145170,80,2042172,1119572,88,4519399,1265478,99,16340239,528989,99,20122377,306830,99,13260098,71359,99,13840344,382970,82,2436543,890134,72,953336,1294627,74,1097137,1092969,70,740673,1360306,99,13055912,282377,82,2598554,575478,82,2473542,518533,71,879873,1259181,72,939284,822105,77,1503645,636512,80,2097631,553285,80,2079689,837203,91,6044839,492632,77,1509352,453917,75,1215059,744995,84,3106762,366382,1,0,-1,0,,0,,0,,0,,90,565083.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3450,8192.0,55,257006.0,10,670416.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5,420331.0,0,,12,393098.0,0,,20,372927.0,0,,0,,0,,0,,30,672092.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,280,288042.0,505,287654.0,0,,0,,0,
H3NYT3,2025-12-09,1921,117497151,581436,99,14542293,253498,99,13397584,292771,99,14587848,388430,99,19246576,433034,97,11406302,676319,80,2078261,571914,87,4277731,1118823,88,4763927,680080,72,907288,1346597,80,2177088,774299,70,757127,1323150,85,3274189,813540,83,2728579,556248,83,2674448,503766,77,1595102,824707,76,1338014,717520,73,1089979,906739,75,1305042,732438,95,9135954,328639,85,3503525,656451,68,612704,706680,70,799746,1026222,75,1297297,789041,6,547,471206,0,,0,,0,,0,,956,30813.0,0,,0,,0,,0,,0,,0,,1,,1,,2,,0,,18,432600.0,0,,330,147532.0,0,,0,,0,,0,,1,,1,,0,,11,637033.0,0,,104,309445.0,3383,54577.0,313,58679.0,0,,0,,0,,0,,0,,0,,2,,0,,51,204596.0,1,,0,,0,,36,149794.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,534,128714.0,0,,0,,0,,1,,0,,0,,9,228019.0,425,214213.0,164,687369.0,0,,0,,1,
Dacson YT,2025-12-09,1915,114980000,593361,91,6053832,696018,82,2605376,970081,98,12877843,721259,99,16940282,509149,99,16267610,408503,85,3307506,413382,97,11720080,562612,85,3278406,790392,72,899690,1358697,91,5902836,444241,77,1602094,869336,75,1262846,1260789,71,826480,1174044,73,1032833,892244,74,1202972,996375,81,2313294,508333,74,1159382,854121,99,14896428,64028,88,4466131,577082,79,1915669,851737,68,644280,689977,73,1084769,797232,83,2719361,552993,1,0,-1,0,,0,,0,,94,79747.0,8,1116247.0,0,,0,,0,,0,,330,71070.0,113,29260.0,0,,0,,111,143398.0,30,159472.0,0,,0,,45,513201.0,0,,0,,0,,0,,491,96013.0,0,,38,300430.0,7,738707.0,0,,0,,115,522725.0,19,209986.0,33,241903.0,52,224786.0,0,,93,117229.0,10,104053.0,0,,0,,0,,0,,0,,47,253477.0,0,,0,,0,,0,,0,,7,308470.0,9,286383.0,0,,0,,33,262620.0,0,,52,70386.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,277,289858.0,0,,0,,287,52054.0,0,
iDINKEDurMOM,2025-12-09,1220,25227141,1996778,71,818219,1878177,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,99,15007594,308682,77,1484970,1091112,79,1818488,859969,66,514755,1543297,63,397882,1815236,75,1267909,1254229,1,-1,-1,57,213969,1784441,60,297721,-1,1,-1,-1,1,-1,-1,1,-1,-1,61,303291,1624756,1,-1,-1,37,27674,1877908,1,-1,-1,1,-1,-1,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,68,1103405.0,0,,0,,0,
Blackmage998,2025-12-09,1220,25874422,1996764,71,815803,1882013,71,829991,1670444,86,3705235,1353111,81,2415897,1635122,82,2630346,1417318,70,743645,1383239,99,13260755,448666,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,50,105325,1733053,1,-1,-1,1,-1,-1,64,411170,1509410,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Hexleaverat,2025-12-09,1220,26038374,1996758,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,65,483884,1957494,65,488001,1575038,83,2677184,606563,99,13048333,309475,1,-1,-1,1,-1,-1,71,820679,1323946,1,-1,-1,59,255159,-1,92,6675884,259690,1,-1,-1,1,-1,-1,1,-1,-1,48,89816,1781301,1,-1,-1,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,664,54089.0,0,,0,,0,
xx chase,2025-12-09,1220,25515569,1996770,73,1037206,1749750,71,833395,1666999,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,85,3455634,765662,76,1426877,996110,99,13720264,64355,81,2233637,703646,70,737715,1622459,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,40,38270,1993851,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Te Pango,2025-12-09,1220,25441804,1996772,75,1238127,1576747,70,744783,1846758,99,13046539,672336,89,5258058,1176077,77,1485913,1784436,60,273768,1781165,1,-1,-1,1,-1,-1,73,1017680,1240347,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,60,274454,1369225,1,-1,-1,1,-1,-1,65,458819,1468470,1,-1,-1,1,-1,-1,66,542029,1242549,45,64011,1833728,1,0,-1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
Doorknob60,2025-12-09,1694,34378029,1057875,81,2347208,1186264,81,2339111,1015996,82,2563806,1544131,84,3004383,1499799,78,1714769,1696960,70,772759,1239205,85,3402190,1241953,74,1108424,1228579,76,1362724,1028177,87,4194878,546378,70,761876,1316260,1,-1,-1,75,1284744,894404,58,245681,1738366,70,789155,1367812,83,2680929,467250,66,528163,1548060,71,834098,1043601,79,1884471,874218,74,1102982,1033182,63,380039,897612,60,288837,1478086,66,509653,1137366,1,0,-1,0,,0,,0,,0,,130,449243.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,237315.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
PartDan,2025-12-09,1694,34532326,1057862,75,1233111,1586889,71,830599,1669837,77,1475625,1887338,79,1854629,1802060,75,1304677,1878576,61,303064,1673278,77,1618035,1719638,89,5126548,659838,80,2028752,794326,70,754406,1315581,86,3609329,482058,86,3791097,724039,65,457949,1583282,72,937129,960236,76,1434129,879934,65,455463,1193910,67,562830,1514903,74,1195905,817898,63,383032,1535985,82,2574857,750544,66,544523,749027,78,1783695,587002,59,272942,1297931,1,0,-1,0,,100,40713.0,0,,0,,188,343749.0,5,392229.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,10,516224.0,0,,0,,0,,41,79002.0,0,,0,,0,,0,,0,,33,369337.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,18,390153.0,0,,0,,0,,0,,10,939106.0,0,,0,,39,133245.0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,215,569294.0,0,,0,,0,
